food_id,estimate_id,name,level,reason,policy_version,scope,missing_fields
FC000850,,"Peach, in heavy syrup, cnd",Medium,Matched reference source; some tracked nutrients are unknown.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,sugar_g_100g
FC000851,,"Pineapple, crushed, cnd",Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000852,,"Pineapple, slice, cnd",Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000853,,Prune,Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000854,,Raisin,Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000855,,Dragon fruit,Medium,Matched reference source; some tracked nutrients are unknown.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,sugar_g_100g
FC000856,,Carabeef chuck,Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000857,,Carabeef lean meat,Medium,Matched reference source; some tracked nutrients are unknown.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,cholesterol_mg_100g
FC000858,,"Carabeef lean meat, boiled",Medium,Matched reference source; some tracked nutrients are unknown.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,cholesterol_mg_100g
FC000859,,Carabeef round,Medium,Matched reference source; some tracked nutrients are unknown.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,cholesterol_mg_100g
FC000860,,Carabeef round steak,Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000861,,Carabeef rump,Medium,Matched reference source; some tracked nutrients are unknown.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,cholesterol_mg_100g
FC000862,,Carabeef shank,Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000863,,Carabeef w/ fat,Medium,Matched reference source; some tracked nutrients are unknown.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,cholesterol_mg_100g
FC000864,,"Carabeef w/ fat, boiled",Medium,Matched reference source; some tracked nutrients are unknown.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,cholesterol_mg_100g
FC000865,,Chevon back,Medium,Matched reference source; some tracked nutrients are unknown.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,cholesterol_mg_100g
FC000866,,Chevon breast,Medium,Matched reference source; some tracked nutrients are unknown.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,cholesterol_mg_100g
FC000867,,Chevon flank,Medium,Matched reference source; some tracked nutrients are unknown.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,cholesterol_mg_100g
FC000868,,Chevon leg,Medium,Matched reference source; some tracked nutrients are unknown.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,cholesterol_mg_100g
FC000869,,Chevon liver,Medium,Matched reference source; some tracked nutrients are unknown.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,cholesterol_mg_100g
FC000870,,Chevon loin,Medium,Matched reference source; some tracked nutrients are unknown.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,cholesterol_mg_100g
FC000871,,Chevon neck,Medium,Matched reference source; some tracked nutrients are unknown.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,cholesterol_mg_100g
FC000872,,Chevon rib,Medium,Matched reference source; some tracked nutrients are unknown.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,cholesterol_mg_100g
FC000873,,Chevon shank,Medium,Matched reference source; some tracked nutrients are unknown.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,cholesterol_mg_100g
FC000874,,Chevon shoulder,Medium,Matched reference source; some tracked nutrients are unknown.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,cholesterol_mg_100g
FC000875,,"Chick, one-day old, fried",Medium,Matched reference source; some tracked nutrients are unknown.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,fiber_g_100g;cholesterol_mg_100g
FC000876,,Chicken intestine,Medium,Matched reference source; some tracked nutrients are unknown.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,fiber_g_100g;sugar_g_100g;cholesterol_mg_100g
FC000877,,"Chicken intestine, bbq",Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000878,,Duck back,Medium,Matched reference source; some tracked nutrients are unknown.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,cholesterol_mg_100g
FC000879,,Duck breast,Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000880,,Duck gizzard,Medium,Matched reference source; some tracked nutrients are unknown.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,cholesterol_mg_100g
FC000881,,Duck liver,Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000882,,Duck thigh,Medium,Matched reference source; some tracked nutrients are unknown.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,cholesterol_mg_100g
FC000883,,Duck wing,Medium,Matched reference source; some tracked nutrients are unknown.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,cholesterol_mg_100g
FC000884,,Lamb flank,Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000885,,Lamb foreshank,Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000886,,Lamb hind shank,Medium,Matched reference source; some tracked nutrients are unknown.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,cholesterol_mg_100g
FC000887,,Lamb loin,Medium,Matched reference source; some tracked nutrients are unknown.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,cholesterol_mg_100g
FC000888,,Lamb neck,Medium,Matched reference source; some tracked nutrients are unknown.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,cholesterol_mg_100g
FC000889,,Lamb riblet,Medium,Matched reference source; some tracked nutrients are unknown.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,cholesterol_mg_100g
FC000890,,Lamb roast/back,Medium,Matched reference source; some tracked nutrients are unknown.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,cholesterol_mg_100g
FC000891,,Lamb shoulder,Medium,Matched reference source; some tracked nutrients are unknown.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,cholesterol_mg_100g
FC000892,,"Pork intestine, large",Medium,Matched reference source; some tracked nutrients are unknown.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,cholesterol_mg_100g
FC000893,,"Pork intestine, small",Medium,Matched reference source; some tracked nutrients are unknown.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,cholesterol_mg_100g
FC000894,,"Pork intestine, small, bbq",Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000895,,Pork tongue,Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000896,,Quail meat,Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000897,,Turkey breast,Medium,Matched reference source; some tracked nutrients are unknown.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,cholesterol_mg_100g
FC000898,,Turkey thigh,Medium,Matched reference source; some tracked nutrients are unknown.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,cholesterol_mg_100g
FC000899,,Carabeef jerky,Medium,Matched reference source; some tracked nutrients are unknown.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,cholesterol_mg_100g
FC000900,,Chicken liver spread,Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000901,,Chicken meat ball,Medium,Matched reference source; some tracked nutrients are unknown.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,fiber_g_100g;sugar_g_100g;sodium_mg_100g
FC000902,,Chicken spread,Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000903,,Corned beef loaf,Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000904,,"Ham, chopped, cnd",Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000905,,"Ham, pork, sweet, chopped",Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000906,,"Liver pate, cnd",Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000907,,Liver spread,Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000908,,"Luncheon meat, pork & ham",Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000909,,"Luncheon meat, pork, Chinese style",Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000910,,"Pork crackling, internal organ",Medium,Matched reference source; some tracked nutrients are unknown.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,cholesterol_mg_100g
FC000911,,"Clam, kabibi",Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000912,,"Clam, kanturi",Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000913,,"Clam, lukan",Medium,Matched reference source; some tracked nutrients are unknown.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,cholesterol_mg_100g
FC000914,,"Clam, razor shell",Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000915,,"Clam, venus",Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000916,,"Climbing perch, common",Medium,Matched reference source; some tracked nutrients are unknown.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,cholesterol_mg_100g
FC000917,,"Crevalle, deep-bellied",Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000918,,"Crevalle, even-bellied",Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000919,,"Eel, silver pike",Medium,Matched reference source; some tracked nutrients are unknown.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,cholesterol_mg_100g
FC000920,,"Eel, swamp",Medium,Matched reference source; some tracked nutrients are unknown.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,cholesterol_mg_100g
FC000921,,Fish roe,Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000922,,Flying fish,Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000923,,"Garfish, common",Medium,Matched reference source; some tracked nutrients are unknown.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,cholesterol_mg_100g
FC000924,,"Gizzard shad, short-finned",Medium,Matched reference source; some tracked nutrients are unknown.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,cholesterol_mg_100g
FC000925,,"Goatfish, ochrebanded",Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000926,,"Goby, flat-headed",Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000927,,"Goby, long-tailed",Medium,Matched reference source; some tracked nutrients are unknown.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,cholesterol_mg_100g
FC000928,,Gouramy,Medium,Matched reference source; some tracked nutrients are unknown.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,cholesterol_mg_100g
FC000929,,"Hair tail, largehead",Medium,Matched reference source; some tracked nutrients are unknown.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,cholesterol_mg_100g
FC000930,,Hard-tail,Medium,Matched reference source; some tracked nutrients are unknown.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,cholesterol_mg_100g
FC000931,,"Herring, big-eyed",Medium,Matched reference source; some tracked nutrients are unknown.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,cholesterol_mg_100g
FC000932,,"Herring, deep-bodied",Medium,Matched reference source; some tracked nutrients are unknown.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,cholesterol_mg_100g
FC000933,,"Lizard fish, common",Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000934,,"Moonfish, spotted",Medium,Matched reference source; some tracked nutrients are unknown.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,cholesterol_mg_100g
FC000935,,"Mullet, black-finned",Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000936,,"Mullet, large-scaled",Medium,Matched reference source; some tracked nutrients are unknown.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,cholesterol_mg_100g
FC000937,,"Bream, doublewhip threadfin",Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000938,,"Bream, humpnose big-eye",Medium,Matched reference source; some tracked nutrients are unknown.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,cholesterol_mg_100g
FC000939,,"Seabream, goldsilk",Medium,Matched reference source; some tracked nutrients are unknown.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,cholesterol_mg_100g
FC000940,,Sea cucumber,Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000941,,"Siganid, javan",Medium,Matched reference source; some tracked nutrients are unknown.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,cholesterol_mg_100g
FC000942,,"Slipmouth, common",Medium,Matched reference source; some tracked nutrients are unknown.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,cholesterol_mg_100g
FC000943,,"Snail, freshwater",Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000944,,"Snail, golden",Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000945,,"Whiting, common",Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000946,,"Cod, dried",Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000947,,"Mudfish/Murrel, striated, dried",Medium,Matched reference source; some tracked nutrients are unknown.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,sodium_mg_100g;cholesterol_mg_100g
FC000948,,"Egg, quail, pickled",Medium,Matched reference source; some tracked nutrients are unknown.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,cholesterol_mg_100g
FC000949,,"Milk, carabao",Medium,Matched reference source; some tracked nutrients are unknown.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,sugar_g_100g
FC000950,,"Milk, goat",Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000951,,Yoghurt,Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000952,,Sandwich spread,Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000953,,"Chocolate, tablea",Medium,Matched reference source; some tracked nutrients are unknown.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,cholesterol_mg_100g
FC000954,,Coco jam,Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000955,,Creme custard,Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000956,,"Fudge, milk",Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000957,,"Fudge, yam",Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000958,,Honey,Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000959,,Ice candy,Medium,Matched reference source; some tracked nutrients are unknown.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,cholesterol_mg_100g
FC000960,,Ice drop,Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000961,,"Jam, mango, cnd",Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000962,,"Jam, pineapple",Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000963,,"Jam, yam",Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000964,,"Jelly, guava",Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000965,,"Jelly, strawberry",Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000966,,"Nata de coco, sweetn",Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000967,,Peanut brittle,Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000968,,Polvoron,Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000969,,"Sugar, brown",Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000970,,"Sugar, crude, pakaskas",Medium,Matched reference source; some tracked nutrients are unknown.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,sugar_g_100g
FC000971,,"Sugar, crude, panocha",Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000972,,"Sugar, pwdr",Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000973,,"Sugar, white, refined",Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000974,,"Syrup, molasses, cane",Medium,Matched reference source; some tracked nutrients are unknown.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,sugar_g_100g
FC000975,,"Tamarind, candied",Medium,Matched reference source; some tracked nutrients are unknown.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,fiber_g_100g
FC000976,,"Sugar, coconut sap",Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000977,,"Syrup, coconut sap",Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000978,,"Bilimbi, dried",Medium,Matched reference source; some tracked nutrients are unknown.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,fiber_g_100g
FC000979,,"Bouillon cube, beef",Medium,Matched reference source; some tracked nutrients are unknown.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,sugar_g_100g
FC000980,,"Bouillon cube, chicken",Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000981,,"Clam paste, ginamos",Medium,Matched reference source; some tracked nutrients are unknown.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,cholesterol_mg_100g
FC000982,,"Fish paste, balatohan",Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000983,,"Fish paste, ginamos",Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000984,,"Fish paste, siganid fry",Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000985,,Lemon grass lvs,Medium,Matched reference source; some tracked nutrients are unknown.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,sugar_g_100g
FC000986,,"Lemon grass lvs, boiled",Medium,Matched reference source; some tracked nutrients are unknown.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,sugar_g_100g
FC000987,,"Banana, flowers, dried",Medium,Matched reference source; some tracked nutrients are unknown.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,fiber_g_100g;sugar_g_100g;sodium_mg_100g
FC000988,,Oyster paste,Medium,Matched reference source; some tracked nutrients are unknown.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,cholesterol_mg_100g
FC000989,,"Safflower, flowers, dried",Medium,Matched reference source; some tracked nutrients are unknown.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,sugar_g_100g
FC000990,,"Shrimp paste, bastos",Medium,Matched reference source; some tracked nutrients are unknown.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,cholesterol_mg_100g
FC000991,,"Vinegar, palm",Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000992,,"Vinegar, pineapple",Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000993,,"Beer, lager type",Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000994,,"Palm sap, fermented",Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000995,,Rum,Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000996,,"Sugarcane, fermented",Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000997,,"Wine, Chinese",Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000998,,"chocolate-flavor drink, prepared",Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC000999,,"chocolate-flavor drink, powder",Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC001000,,"chocolate-flavor drink, UHT",Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC001001,,"Cocoa, powder, local",Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC001002,,"Fruit juice drink concentrate, calamansi",Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC001003,,"Fruit juice drink concentrate, guyabano",Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC001004,,"Fruit juice drink concentrate, mango",Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC001005,,"Fruit juice drink concentrate, orange",Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC001006,,"Juice, apple, canned",Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC001007,,"Juice, calamansi (nectar)",Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC001008,,"Juice, mango",Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC001009,,"Juice, orange, unsweetened, canned",Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC001010,,"Juice, pineapple, canned",Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC001011,,"Juice, sugarcane",Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC001012,,"Juice, tomato, canned",Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC001013,,"Lemon tea drink, ttb",Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC001014,,"Softdrink, cola",Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC001015,,"Softdrink, orange flavor",Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC001016,,Soybean milk drink,Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC001017,,"Tea, prepared with  water, no sugar",Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC001018,,Cheese pimiento sandwich,Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC001019,,Glutinous rice w/ mung bean & cocomilk,Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC001020,,Hamburger sandwich w/ coleslaw,Medium,Matched reference source; some tracked nutrients are unknown.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,fiber_g_100g;sugar_g_100g
FC001021,,"Hamburger sandwich, reg",Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC001022,,Meat pie,Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
FC001023,,Meat roll,Good,Matched reference source with all tracked nutrients available.,1.0,Reference evidence and completeness; not an accuracy percentage or guarantee for your meal.,
