estimate_id,food_id,method,basis,kcal_100g,protein_g_100g,carbs_g_100g,fat_g_100g,fiber_g_100g,sugar_g_100g,sodium_mg_100g,cholesterol_mg_100g,source_urls,estimated_date,model,method_version,review_status,selection_policy,assumptions,range_low_json,range_high_json,range_basis,limitations
EST_REGIONAL_20260918_093_V1,FC002812,BRANDED_MENU_PROXY,per 100 g modeled edible mixture,246.1892,20.8649,6.6162,15.1432,0.1919,1.3081,691.6757,98.9189,https://delivery.giligansrestaurant.com/collections/all;https://i.fnri.dost.gov.ph/fct/library/report/3972;https://i.fnri.dost.gov.ph/fct/library/report/3363;https://i.fnri.dost.gov.ph/fct/library/report/4269;https://i.fnri.dost.gov.ph/fct/library/report/4346,2026-09-18,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Model-designed component quantities, not a published standardized recipe. Weights refer to the exact linked food preparation; cooked ingredients are combined with retained sauce/water. Final mass is the sum of components. No additional evaporation, absorption, draining or nutrient loss is modeled. Added oil/salt/sugar are fully retained. Raw aromatics, flour and vegetables are cooking proxies. Missing component nutrients remain unknown.  Shared ingredient references are proxies; actual brand recipe and edible serving mass unverified. Modeled final mass 222 g.",,,Not quantified; no evidence-based error bounds available.,"Low confidence. Recipe, yield and edible serving mass are unverified. Identity pages are not nutrition panels. No manufacturer nutrition or authentic regional formulation is claimed. No inferred bowl, piece, packet, cup or order weight. Log only weighed edible grams and explicitly select the estimate. Bones, wrappers used for serving, and uneaten broth are excluded. Sides, rice, sauces and drinks are excluded unless named in the mixture. Restaurant availability varies by location and date. "
EST_REGIONAL_20260918_094_V1,FC002813,BRANDED_MENU_PROXY,per 100 g modeled edible mixture,254.4979,19.4700,15.5086,12.7309,0.0858,11.6738,729.9356,94.2489,https://delivery.giligansrestaurant.com/collections/all;https://i.fnri.dost.gov.ph/fct/library/report/3972;https://i.fnri.dost.gov.ph/fct/library/report/4346;https://i.fnri.dost.gov.ph/fct/library/report/4313;https://i.fnri.dost.gov.ph/fct/library/report/4269,2026-09-18,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Model-designed component quantities, not a published standardized recipe. Weights refer to the exact linked food preparation; cooked ingredients are combined with retained sauce/water. Final mass is the sum of components. No additional evaporation, absorption, draining or nutrient loss is modeled. Added oil/salt/sugar are fully retained. Raw aromatics, flour and vegetables are cooking proxies. Missing component nutrients remain unknown. Sugar proxies honey glaze solids; not a measured honey formulation. Shared ingredient references are proxies; actual brand recipe and edible serving mass unverified. Modeled final mass 233 g.",,,Not quantified; no evidence-based error bounds available.,"Low confidence. Recipe, yield and edible serving mass are unverified. Identity pages are not nutrition panels. No manufacturer nutrition or authentic regional formulation is claimed. No inferred bowl, piece, packet, cup or order weight. Log only weighed edible grams and explicitly select the estimate. Bones, wrappers used for serving, and uneaten broth are excluded. Sides, rice, sauces and drinks are excluded unless named in the mixture. Restaurant availability varies by location and date. "
EST_REGIONAL_20260918_095_V1,FC002814,BRANDED_MENU_PROXY,per 100 g modeled edible mixture,241.2062,17.7237,14.7412,12.3763,0.3191,11.1420,662.5175,85.4475,https://delivery.giligansrestaurant.com/collections/all;https://i.fnri.dost.gov.ph/fct/library/report/3972;https://i.fnri.dost.gov.ph/fct/library/report/4313;https://i.fnri.dost.gov.ph/fct/library/report/3443;https://i.fnri.dost.gov.ph/fct/library/report/4348;https://i.fnri.dost.gov.ph/fct/library/report/4269;https://i.fnri.dost.gov.ph/fct/library/report/4346,2026-09-18,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Model-designed component quantities, not a published standardized recipe. Weights refer to the exact linked food preparation; cooked ingredients are combined with retained sauce/water. Final mass is the sum of components. No additional evaporation, absorption, draining or nutrient loss is modeled. Added oil/salt/sugar are fully retained. Raw aromatics, flour and vegetables are cooking proxies. Missing component nutrients remain unknown.  Shared ingredient references are proxies; actual brand recipe and edible serving mass unverified. Modeled final mass 257 g.",,,Not quantified; no evidence-based error bounds available.,"Low confidence. Recipe, yield and edible serving mass are unverified. Identity pages are not nutrition panels. No manufacturer nutrition or authentic regional formulation is claimed. No inferred bowl, piece, packet, cup or order weight. Log only weighed edible grams and explicitly select the estimate. Bones, wrappers used for serving, and uneaten broth are excluded. Sides, rice, sauces and drinks are excluded unless named in the mixture. Restaurant availability varies by location and date. "
EST_REGIONAL_20260918_096_V1,FC002815,BRANDED_MENU_PROXY,per 100 g modeled edible mixture,28.1355,4.9871,1.1542,0.3826,0.3729,,109.8387,,https://delivery.giligansrestaurant.com/collections/all;https://i.fnri.dost.gov.ph/fct/library/report/3743;https://i.fnri.dost.gov.ph/fct/library/report/3314;https://i.fnri.dost.gov.ph/fct/library/report/3421;https://i.fnri.dost.gov.ph/fct/library/report/4334;https://fdc.nal.usda.gov/food-details/173647/nutrients,2026-09-18,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Model-designed component quantities, not a published standardized recipe. Weights refer to the exact linked food preparation; cooked ingredients are combined with retained sauce/water. Final mass is the sum of components. No additional evaporation, absorption, draining or nutrient loss is modeled. Added oil/salt/sugar are fully retained. Raw aromatics, flour and vegetables are cooking proxies. Missing component nutrients remain unknown. Bones excluded; marrow unquantified. Shared ingredient references are proxies; actual brand recipe and edible serving mass unverified. Modeled final mass 775 g.",,,Not quantified; no evidence-based error bounds available.,"Low confidence. Recipe, yield and edible serving mass are unverified. Identity pages are not nutrition panels. No manufacturer nutrition or authentic regional formulation is claimed. No inferred bowl, piece, packet, cup or order weight. Log only weighed edible grams and explicitly select the estimate. Bones, wrappers used for serving, and uneaten broth are excluded. Sides, rice, sauces and drinks are excluded unless named in the mixture. Restaurant availability varies by location and date. "
EST_REGIONAL_20260918_097_V1,FC002816,BRANDED_MENU_PROXY,per 100 g modeled edible mixture,170.7183,9.8610,13.1127,8.8000,0.1291,0.1080,423.2582,,https://delivery.giligansrestaurant.com/collections/all;https://i.fnri.dost.gov.ph/fct/library/report/4094;https://i.fnri.dost.gov.ph/fct/library/report/3443;https://i.fnri.dost.gov.ph/fct/library/report/3363;https://i.fnri.dost.gov.ph/fct/library/report/4269;https://i.fnri.dost.gov.ph/fct/library/report/4342,2026-09-18,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Model-designed component quantities, not a published standardized recipe. Weights refer to the exact linked food preparation; cooked ingredients are combined with retained sauce/water. Final mass is the sum of components. No additional evaporation, absorption, draining or nutrient loss is modeled. Added oil/salt/sugar are fully retained. Raw aromatics, flour and vegetables are cooking proxies. Missing component nutrients remain unknown. Simplified chili-garlic seasoning proxy. Shared ingredient references are proxies; actual brand recipe and edible serving mass unverified. Modeled final mass 213 g.",,,Not quantified; no evidence-based error bounds available.,"Low confidence. Recipe, yield and edible serving mass are unverified. Identity pages are not nutrition panels. No manufacturer nutrition or authentic regional formulation is claimed. No inferred bowl, piece, packet, cup or order weight. Log only weighed edible grams and explicitly select the estimate. Bones, wrappers used for serving, and uneaten broth are excluded. Sides, rice, sauces and drinks are excluded unless named in the mixture. Restaurant availability varies by location and date. "
EST_REGIONAL_20260918_098_V1,FC002817,BRANDED_MENU_PROXY,per 100 g modeled edible mixture,199.3088,14.0553,13.1129,10.1129,0.3871,0.0161,351.0461,,https://delivery.giligansrestaurant.com/collections/all;https://i.fnri.dost.gov.ph/fct/library/report/4112;https://i.fnri.dost.gov.ph/fct/library/report/3143;https://i.fnri.dost.gov.ph/fct/library/report/4269;https://i.fnri.dost.gov.ph/fct/library/report/4342,2026-09-18,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Model-designed component quantities, not a published standardized recipe. Weights refer to the exact linked food preparation; cooked ingredients are combined with retained sauce/water. Final mass is the sum of components. No additional evaporation, absorption, draining or nutrient loss is modeled. Added oil/salt/sugar are fully retained. Raw aromatics, flour and vegetables are cooking proxies. Missing component nutrients remain unknown. Dip excluded. Shared ingredient references are proxies; actual brand recipe and edible serving mass unverified. Modeled final mass 217 g.",,,Not quantified; no evidence-based error bounds available.,"Low confidence. Recipe, yield and edible serving mass are unverified. Identity pages are not nutrition panels. No manufacturer nutrition or authentic regional formulation is claimed. No inferred bowl, piece, packet, cup or order weight. Log only weighed edible grams and explicitly select the estimate. Bones, wrappers used for serving, and uneaten broth are excluded. Sides, rice, sauces and drinks are excluded unless named in the mixture. Restaurant availability varies by location and date. "
EST_REGIONAL_20260918_099_V1,FC002818,BRANDED_MENU_PROXY,per 100 g modeled edible mixture,136.8850,5.3909,16.1301,5.6157,1.2976,1.0465,195.0332,,https://delivery.giligansrestaurant.com/collections/all;https://fdc.nal.usda.gov/food-details/168919/nutrients;https://i.fnri.dost.gov.ph/fct/library/report/3865;https://i.fnri.dost.gov.ph/fct/library/report/4094;https://i.fnri.dost.gov.ph/fct/library/report/3314;https://i.fnri.dost.gov.ph/fct/library/report/3319;https://i.fnri.dost.gov.ph/fct/library/report/4346;https://i.fnri.dost.gov.ph/fct/library/report/4269,2026-09-18,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Model-designed component quantities, not a published standardized recipe. Weights refer to the exact linked food preparation; cooked ingredients are combined with retained sauce/water. Final mass is the sum of components. No additional evaporation, absorption, draining or nutrient loss is modeled. Added oil/salt/sugar are fully retained. Raw aromatics, flour and vegetables are cooking proxies. Missing component nutrients remain unknown.  Shared ingredient references are proxies; actual brand recipe and edible serving mass unverified. Modeled final mass 452 g.",,,Not quantified; no evidence-based error bounds available.,"Low confidence. Recipe, yield and edible serving mass are unverified. Identity pages are not nutrition panels. No manufacturer nutrition or authentic regional formulation is claimed. No inferred bowl, piece, packet, cup or order weight. Log only weighed edible grams and explicitly select the estimate. Bones, wrappers used for serving, and uneaten broth are excluded. Sides, rice, sauces and drinks are excluded unless named in the mixture. Restaurant availability varies by location and date. "
EST_REGIONAL_20260918_100_V1,FC002819,BRANDED_MENU_PROXY,per 100 g modeled edible mixture,72.8837,2.7413,7.1337,3.7221,2.0494,,101.0087,,https://delivery.giligansrestaurant.com/collections/all;https://i.fnri.dost.gov.ph/fct/library/report/3314;https://i.fnri.dost.gov.ph/fct/library/report/3319;https://i.fnri.dost.gov.ph/fct/library/report/3512;https://i.fnri.dost.gov.ph/fct/library/report/4094;https://i.fnri.dost.gov.ph/fct/library/report/4346;https://i.fnri.dost.gov.ph/fct/library/report/4269;https://fdc.nal.usda.gov/food-details/173647/nutrients,2026-09-18,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Model-designed component quantities, not a published standardized recipe. Weights refer to the exact linked food preparation; cooked ingredients are combined with retained sauce/water. Final mass is the sum of components. No additional evaporation, absorption, draining or nutrient loss is modeled. Added oil/salt/sugar are fully retained. Raw aromatics, flour and vegetables are cooking proxies. Missing component nutrients remain unknown.  Shared ingredient references are proxies; actual brand recipe and edible serving mass unverified. Modeled final mass 344 g.",,,Not quantified; no evidence-based error bounds available.,"Low confidence. Recipe, yield and edible serving mass are unverified. Identity pages are not nutrition panels. No manufacturer nutrition or authentic regional formulation is claimed. No inferred bowl, piece, packet, cup or order weight. Log only weighed edible grams and explicitly select the estimate. Bones, wrappers used for serving, and uneaten broth are excluded. Sides, rice, sauces and drinks are excluded unless named in the mixture. Restaurant availability varies by location and date. "
EST_WORLD_20260918_001_V1,FC002840,BRANDED_MENU_PROXY,per 100 g modeled edible mixture,134.0571,14.9624,5.5249,5.8065,0.5265,4.1216,157.9265,,https://botejyu.com.ph/;https://i.fnri.dost.gov.ph/fct/library/report/3818;https://i.fnri.dost.gov.ph/fct/library/report/4216;https://i.fnri.dost.gov.ph/fct/library/report/3394;https://i.fnri.dost.gov.ph/fct/library/report/3536;https://i.fnri.dost.gov.ph/fct/library/report/4346;https://i.fnri.dost.gov.ph/fct/library/report/4313;https://i.fnri.dost.gov.ph/fct/library/report/4269,2026-09-18,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Model-designed component quantities, not a published standardized recipe. Weights refer to the exact linked food preparation; cooked ingredients are combined with retained sauce/water. Final mass is the sum of components. No additional evaporation, absorption, draining or nutrient loss is modeled. Added oil/salt/sugar are fully retained. Raw aromatics, flour and vegetables are cooking proxies. Missing component nutrients remain unknown. Assumed dressing and chicken cut; proprietary teriyaki sauce unknown. Modeled final mass 245 g.",,,Not quantified; no evidence-based error bounds available.,"Low confidence. Recipe, yield and edible serving mass are unverified. Identity pages are not nutrition panels. No manufacturer nutrition or authentic regional formulation is claimed. No inferred bowl, piece, packet, cup or order weight. Log only weighed edible grams and explicitly select the estimate. Bones, wrappers used for serving, and uneaten broth are excluded. Sides, rice, sauces and drinks are excluded unless named in the mixture. Restaurant availability varies by location and date. "
EST_WORLD_20260918_002_V1,FC002841,BRANDED_MENU_PROXY,per 100 g modeled edible mixture,67.9258,6.9847,1.0568,3.9886,0.0175,0.1310,89.7336,,https://botejyu.com.ph/;https://i.fnri.dost.gov.ph/fct/library/report/4216;https://fdc.nal.usda.gov/food-details/173647/nutrients;https://i.fnri.dost.gov.ph/fct/library/report/3818;https://i.fnri.dost.gov.ph/fct/library/report/4094;https://i.fnri.dost.gov.ph/fct/library/report/4346,2026-09-18,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Model-designed component quantities, not a published standardized recipe. Weights refer to the exact linked food preparation; cooked ingredients are combined with retained sauce/water. Final mass is the sum of components. No additional evaporation, absorption, draining or nutrient loss is modeled. Added oil/salt/sugar are fully retained. Raw aromatics, flour and vegetables are cooking proxies. Missing component nutrients remain unknown. Boiled egg proxies steamed egg; simplified stock and inclusions. Modeled final mass 229 g.",,,Not quantified; no evidence-based error bounds available.,"Low confidence. Recipe, yield and edible serving mass are unverified. Identity pages are not nutrition panels. No manufacturer nutrition or authentic regional formulation is claimed. No inferred bowl, piece, packet, cup or order weight. Log only weighed edible grams and explicitly select the estimate. Bones, wrappers used for serving, and uneaten broth are excluded. Sides, rice, sauces and drinks are excluded unless named in the mixture. Restaurant availability varies by location and date. "
EST_WORLD_20260918_003_V1,FC002842,BRANDED_MENU_PROXY,per 100 g modeled edible mixture,341.2850,12.6093,3.8285,30.6533,0.0327,2.5079,306.6308,199.8505,https://botejyu.com.ph/;https://i.fnri.dost.gov.ph/fct/library/report/3858;https://i.fnri.dost.gov.ph/fct/library/report/4216;https://i.fnri.dost.gov.ph/fct/library/report/4235;https://i.fnri.dost.gov.ph/fct/library/report/4267;https://i.fnri.dost.gov.ph/fct/library/report/4346;https://i.fnri.dost.gov.ph/fct/library/report/4313;https://i.fnri.dost.gov.ph/fct/library/report/4269,2026-09-18,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Model-designed component quantities, not a published standardized recipe. Weights refer to the exact linked food preparation; cooked ingredients are combined with retained sauce/water. Final mass is the sum of components. No additional evaporation, absorption, draining or nutrient loss is modeled. Added oil/salt/sugar are fully retained. Raw aromatics, flour and vegetables are cooking proxies. Missing component nutrients remain unknown. Boiled pork and egg proxies griddled filling and omelette. Modeled final mass 214 g.",,,Not quantified; no evidence-based error bounds available.,"Low confidence. Recipe, yield and edible serving mass are unverified. Identity pages are not nutrition panels. No manufacturer nutrition or authentic regional formulation is claimed. No inferred bowl, piece, packet, cup or order weight. Log only weighed edible grams and explicitly select the estimate. Bones, wrappers used for serving, and uneaten broth are excluded. Sides, rice, sauces and drinks are excluded unless named in the mixture. Restaurant availability varies by location and date. "
EST_WORLD_20260918_004_V1,FC002843,BRANDED_MENU_PROXY,per 100 g modeled edible mixture,185.2473,11.3720,7.1742,12.3763,0.0215,6.6301,154.8602,370.9677,https://botejyu.com.ph/;https://i.fnri.dost.gov.ph/fct/library/report/4216;https://i.fnri.dost.gov.ph/fct/library/report/4313;https://i.fnri.dost.gov.ph/fct/library/report/4346;https://i.fnri.dost.gov.ph/fct/library/report/4269;https://fdc.nal.usda.gov/food-details/173647/nutrients,2026-09-18,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Model-designed component quantities, not a published standardized recipe. Weights refer to the exact linked food preparation; cooked ingredients are combined with retained sauce/water. Final mass is the sum of components. No additional evaporation, absorption, draining or nutrient loss is modeled. Added oil/salt/sugar are fully retained. Raw aromatics, flour and vegetables are cooking proxies. Missing component nutrients remain unknown. Boiled whole egg proxies rolled omelette; assumed retained oil. Modeled final mass 186 g.",,,Not quantified; no evidence-based error bounds available.,"Low confidence. Recipe, yield and edible serving mass are unverified. Identity pages are not nutrition panels. No manufacturer nutrition or authentic regional formulation is claimed. No inferred bowl, piece, packet, cup or order weight. Log only weighed edible grams and explicitly select the estimate. Bones, wrappers used for serving, and uneaten broth are excluded. Sides, rice, sauces and drinks are excluded unless named in the mixture. Restaurant availability varies by location and date. "
EST_WORLD_20260918_005_V1,FC002844,BRANDED_MENU_PROXY,per 100 g modeled edible mixture,256.3459,9.5635,27.5321,11.9629,0.9654,15.7629,232.9182,25.4717,https://www.pandaexpress.com.ph/our-food;https://fdc.nal.usda.gov/food-details/168081/nutrients;https://i.fnri.dost.gov.ph/fct/library/report/4313;https://i.fnri.dost.gov.ph/fct/library/report/3443,2026-09-18,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Model-designed component quantities, not a published standardized recipe. Weights refer to the exact linked food preparation; cooked ingredients are combined with retained sauce/water. Final mass is the sum of components. No additional evaporation, absorption, draining or nutrient loss is modeled. Added oil/salt/sugar are fully retained. Raw aromatics, flour and vegetables are cooking proxies. Missing component nutrients remain unknown. Generic Chinese sweet-sour chicken is a coarse orange-sauce/breading proxy; citrus and proprietary sauce unmodeled. Modeled final mass 159 g.",,,Not quantified; no evidence-based error bounds available.,"Low confidence. Recipe, yield and edible serving mass are unverified. Identity pages are not nutrition panels. No manufacturer nutrition or authentic regional formulation is claimed. No inferred bowl, piece, packet, cup or order weight. Log only weighed edible grams and explicitly select the estimate. Bones, wrappers used for serving, and uneaten broth are excluded. Sides, rice, sauces and drinks are excluded unless named in the mixture. Restaurant availability varies by location and date. "
EST_WORLD_20260918_006_V1,FC002845,BRANDED_MENU_PROXY,per 100 g modeled edible mixture,210.1652,21.0906,5.2313,11.6585,1.1362,,154.3036,,https://www.pandaexpress.com.ph/our-food;https://i.fnri.dost.gov.ph/fct/library/report/3818;https://i.fnri.dost.gov.ph/fct/library/report/3248;https://i.fnri.dost.gov.ph/fct/library/report/3447;https://i.fnri.dost.gov.ph/fct/library/report/3421;https://i.fnri.dost.gov.ph/fct/library/report/4346;https://i.fnri.dost.gov.ph/fct/library/report/3443;https://i.fnri.dost.gov.ph/fct/library/report/4269;https://i.fnri.dost.gov.ph/fct/library/report/4313,2026-09-18,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Model-designed component quantities, not a published standardized recipe. Weights refer to the exact linked food preparation; cooked ingredients are combined with retained sauce/water. Final mass is the sum of components. No additional evaporation, absorption, draining or nutrient loss is modeled. Added oil/salt/sugar are fully retained. Raw aromatics, flour and vegetables are cooking proxies. Missing component nutrients remain unknown. Assumed peanut, vegetables, sauce and oil; chicken white meat proxies unspecified cut. Modeled final mass 224 g.",,,Not quantified; no evidence-based error bounds available.,"Low confidence. Recipe, yield and edible serving mass are unverified. Identity pages are not nutrition panels. No manufacturer nutrition or authentic regional formulation is claimed. No inferred bowl, piece, packet, cup or order weight. Log only weighed edible grams and explicitly select the estimate. Bones, wrappers used for serving, and uneaten broth are excluded. Sides, rice, sauces and drinks are excluded unless named in the mixture. Restaurant availability varies by location and date. "
EST_WORLD_20260918_007_V1,FC002846,BRANDED_MENU_PROXY,per 100 g modeled edible mixture,147.9462,3.6918,20.1165,5.8133,1.3100,1.0645,207.7849,20.7885,https://www.pandaexpress.com.ph/our-food;https://fdc.nal.usda.gov/food-details/168919/nutrients;https://i.fnri.dost.gov.ph/fct/library/report/3314;https://i.fnri.dost.gov.ph/fct/library/report/3421;https://i.fnri.dost.gov.ph/fct/library/report/4346;https://i.fnri.dost.gov.ph/fct/library/report/4269,2026-09-18,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Model-designed component quantities, not a published standardized recipe. Weights refer to the exact linked food preparation; cooked ingredients are combined with retained sauce/water. Final mass is the sum of components. No additional evaporation, absorption, draining or nutrient loss is modeled. Added oil/salt/sugar are fully retained. Raw aromatics, flour and vegetables are cooking proxies. Missing component nutrients remain unknown. Egg noodles proxy wheat noodles; celery omitted, oil and sauce assumed. Modeled final mass 279 g.",,,Not quantified; no evidence-based error bounds available.,"Low confidence. Recipe, yield and edible serving mass are unverified. Identity pages are not nutrition panels. No manufacturer nutrition or authentic regional formulation is claimed. No inferred bowl, piece, packet, cup or order weight. Log only weighed edible grams and explicitly select the estimate. Bones, wrappers used for serving, and uneaten broth are excluded. Sides, rice, sauces and drinks are excluded unless named in the mixture. Restaurant availability varies by location and date. "
EST_WORLD_20260918_008_V1,FC002847,BRANDED_MENU_PROXY,per 100 g modeled edible mixture,147.5481,3.3926,23.2099,4.5776,0.9631,0.6442,119.8622,44.2308,https://www.pandaexpress.com.ph/our-food;https://i.fnri.dost.gov.ph/fct/library/report/2982;https://i.fnri.dost.gov.ph/fct/library/report/4216;https://i.fnri.dost.gov.ph/fct/library/report/3265;https://i.fnri.dost.gov.ph/fct/library/report/3319;https://i.fnri.dost.gov.ph/fct/library/report/3426;https://i.fnri.dost.gov.ph/fct/library/report/4346;https://i.fnri.dost.gov.ph/fct/library/report/4269,2026-09-18,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Model-designed component quantities, not a published standardized recipe. Weights refer to the exact linked food preparation; cooked ingredients are combined with retained sauce/water. Final mass is the sum of components. No additional evaporation, absorption, draining or nutrient loss is modeled. Added oil/salt/sugar are fully retained. Raw aromatics, flour and vegetables are cooking proxies. Missing component nutrients remain unknown.  Modeled final mass 312 g.",,,Not quantified; no evidence-based error bounds available.,"Low confidence. Recipe, yield and edible serving mass are unverified. Identity pages are not nutrition panels. No manufacturer nutrition or authentic regional formulation is claimed. No inferred bowl, piece, packet, cup or order weight. Log only weighed edible grams and explicitly select the estimate. Bones, wrappers used for serving, and uneaten broth are excluded. Sides, rice, sauces and drinks are excluded unless named in the mixture. Restaurant availability varies by location and date. "
EST_WORLD_20260918_009_V1,FC002848,BRANDED_MENU_PROXY,per 100 g modeled edible mixture,177.7704,16.3543,4.4224,10.6432,1.2792,1.9813,350.7830,,https://www.foodpanda.ph/restaurant/ue3h/royal-indian-curry-house-by-swaadisht-ue3h;https://i.fnri.dost.gov.ph/fct/library/report/3818;https://i.fnri.dost.gov.ph/fct/library/report/4348;https://i.fnri.dost.gov.ph/fct/library/report/4241;https://i.fnri.dost.gov.ph/fct/library/report/4261;https://i.fnri.dost.gov.ph/fct/library/report/3421;https://fdc.nal.usda.gov/food-details/170924/nutrients;https://i.fnri.dost.gov.ph/fct/library/report/4342,2026-09-18,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Model-designed component quantities, not a published standardized recipe. Weights refer to the exact linked food preparation; cooked ingredients are combined with retained sauce/water. Final mass is the sum of components. No additional evaporation, absorption, draining or nutrient loss is modeled. Added oil/salt/sugar are fully retained. Raw aromatics, flour and vegetables are cooking proxies. Missing component nutrients remain unknown. Muntinlupa listing; boiled chicken proxies tandoori chicken; spice blend and dairy ratio assumed. Modeled final mass 318 g.",,,Not quantified; no evidence-based error bounds available.,"Low confidence. Recipe, yield and edible serving mass are unverified. Identity pages are not nutrition panels. No manufacturer nutrition or authentic regional formulation is claimed. No inferred bowl, piece, packet, cup or order weight. Log only weighed edible grams and explicitly select the estimate. Bones, wrappers used for serving, and uneaten broth are excluded. Sides, rice, sauces and drinks are excluded unless named in the mixture. Restaurant availability varies by location and date. "
EST_WORLD_20260918_010_V1,FC002849,BRANDED_MENU_PROXY,per 100 g modeled edible mixture,161.1772,11.4346,17.9666,4.9330,0.8767,0.4912,136.1494,,https://www.foodpanda.ph/restaurant/ue3h/royal-indian-curry-house-by-swaadisht-ue3h;https://i.fnri.dost.gov.ph/fct/library/report/2982;https://i.fnri.dost.gov.ph/fct/library/report/3818;https://i.fnri.dost.gov.ph/fct/library/report/3421;https://i.fnri.dost.gov.ph/fct/library/report/4261;https://fdc.nal.usda.gov/food-details/170924/nutrients;https://i.fnri.dost.gov.ph/fct/library/report/4342,2026-09-18,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Model-designed component quantities, not a published standardized recipe. Weights refer to the exact linked food preparation; cooked ingredients are combined with retained sauce/water. Final mass is the sum of components. No additional evaporation, absorption, draining or nutrient loss is modeled. Added oil/salt/sugar are fully retained. Raw aromatics, flour and vegetables are cooking proxies. Missing component nutrients remain unknown. Muntinlupa listing; well-milled cooked rice proxies basmati; yogurt and aromatics simplified. Modeled final mass 395 g.",,,Not quantified; no evidence-based error bounds available.,"Low confidence. Recipe, yield and edible serving mass are unverified. Identity pages are not nutrition panels. No manufacturer nutrition or authentic regional formulation is claimed. No inferred bowl, piece, packet, cup or order weight. Log only weighed edible grams and explicitly select the estimate. Bones, wrappers used for serving, and uneaten broth are excluded. Sides, rice, sauces and drinks are excluded unless named in the mixture. Restaurant availability varies by location and date. "
EST_WORLD_20260918_011_V1,FC002850,BRANDED_MENU_PROXY,per 100 g modeled edible mixture,157.0401,5.2625,19.1359,6.7140,0.9259,0.6258,152.6979,131.4920,https://www.foodpanda.ph/restaurant/ue3h/royal-indian-curry-house-by-swaadisht-ue3h;https://i.fnri.dost.gov.ph/fct/library/report/2982;https://i.fnri.dost.gov.ph/fct/library/report/4216;https://i.fnri.dost.gov.ph/fct/library/report/3421;https://i.fnri.dost.gov.ph/fct/library/report/4261;https://fdc.nal.usda.gov/food-details/170924/nutrients;https://i.fnri.dost.gov.ph/fct/library/report/4342,2026-09-18,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Model-designed component quantities, not a published standardized recipe. Weights refer to the exact linked food preparation; cooked ingredients are combined with retained sauce/water. Final mass is the sum of components. No additional evaporation, absorption, draining or nutrient loss is modeled. Added oil/salt/sugar are fully retained. Raw aromatics, flour and vegetables are cooking proxies. Missing component nutrients remain unknown. Muntinlupa listing; generic cooked rice proxies basmati. Modeled final mass 374 g.",,,Not quantified; no evidence-based error bounds available.,"Low confidence. Recipe, yield and edible serving mass are unverified. Identity pages are not nutrition panels. No manufacturer nutrition or authentic regional formulation is claimed. No inferred bowl, piece, packet, cup or order weight. Log only weighed edible grams and explicitly select the estimate. Bones, wrappers used for serving, and uneaten broth are excluded. Sides, rice, sauces and drinks are excluded unless named in the mixture. Restaurant availability varies by location and date. "
