food_id,kind,group,name,source_food_id,source_url,estimate_id,modeled_mass_g
FC002744,regional,Mindanao,"Beef rendang, Mindanao coconut-spice variant (Mindanao) (estimate)",EST_REGIONAL_20260918_025_V1,https://www.tourism.gov.ph/article/taste-the-philippines-through-its-halal-food-and-heritage-destinations/,EST_REGIONAL_20260918_025_V1,380
FC002745,regional,Mindanao,"Palapa, spring-onion ginger chili proxy (Mindanao) (estimate)",EST_REGIONAL_20260918_026_V1,https://www.tourism.gov.ph/article/taste-the-philippines-through-its-halal-food-and-heritage-destinations/,EST_REGIONAL_20260918_026_V1,175
FC002746,regional,Mindanao,"Dodol, coconut sticky-rice sweet (Mindanao) (estimate)",EST_REGIONAL_20260918_027_V1,https://www.tourism.gov.ph/article/taste-the-philippines-through-its-halal-food-and-heritage-destinations/,EST_REGIONAL_20260918_027_V1,440
FC002747,regional,Cordillera,"Pinikpikan, chicken soup with salted-pork proxy (Cordillera) (estimate)",EST_REGIONAL_20260918_028_V1,https://www.pcaarrd.dost.gov.ph/index.php/quick-information-dispatch-qid-articles/etag-s-safety-requirements-recipes-and-packaging-tackled,EST_REGIONAL_20260918_028_V1,895
FC002748,regional,Visayas,"Humba, home-style pork belly and sweet soy sauce (Visayas) (estimate)",EST_REGIONAL_20260918_029_V1,https://www.evsu.edu.ph/wp-content/uploads/2024/07/PBD-2024-07-14-1.pdf,EST_REGIONAL_20260918_029_V1,413
FC002749,regional,Visayas,"Bam-i, mixed noodles with pork and shrimp (Visayas) (estimate)",EST_REGIONAL_20260918_030_V1,https://www.evsu.edu.ph/wp-content/uploads/2024/07/PBD-2024-07-14-1.pdf,EST_REGIONAL_20260918_030_V1,660
FC002750,restaurant,Gerry's Grill,Gerry's Grill Philippines Calamares (estimate),EST_REGIONAL_20260918_031_V1,https://gerrysgrill.com/PH,EST_REGIONAL_20260918_031_V1,217
FC002751,restaurant,Gerry's Grill,Gerry's Grill Philippines Crispy Kangkong (estimate),EST_REGIONAL_20260918_032_V1,https://gerrysgrill.com/PH,EST_REGIONAL_20260918_032_V1,187
FC002752,restaurant,Gerry's Grill,Gerry's Grill Philippines Lumpiang Shanghai (estimate),EST_REGIONAL_20260918_033_V1,https://gerrysgrill.com/PH,EST_REGIONAL_20260918_033_V1,258
FC002753,restaurant,Gerry's Grill,Gerry's Grill Philippines Tokwat Lechon Kawali (estimate),EST_REGIONAL_20260918_034_V1,https://gerrysgrill.com/PH,EST_REGIONAL_20260918_034_V1,320
FC002754,restaurant,Gerry's Grill,Gerry's Grill Philippines Chili Cheese Sticks (estimate),EST_REGIONAL_20260918_035_V1,https://gerrysgrill.com/PH,EST_REGIONAL_20260918_035_V1,165
FC002755,restaurant,Gerry's Grill,Gerry's Grill Philippines Garlic Adobo Shreds (estimate),EST_REGIONAL_20260918_036_V1,https://gerrysgrill.com/PH,EST_REGIONAL_20260918_036_V1,233
FC002756,restaurant,Gerry's Grill,Gerry's Grill Philippines Sinigang na Baboy (estimate),EST_REGIONAL_20260918_037_V1,https://gerrysgrill.com/PH,EST_REGIONAL_20260918_037_V1,842
FC002757,restaurant,Gerry's Grill,Gerry's Grill Philippines Sinigang na Boneless Bangus (estimate),EST_REGIONAL_20260918_038_V1,https://gerrysgrill.com/PH,EST_REGIONAL_20260918_038_V1,842
FC002758,restaurant,Gerry's Grill,Gerry's Grill Philippines Sinigang na Hipon (estimate),EST_REGIONAL_20260918_039_V1,https://gerrysgrill.com/PH,EST_REGIONAL_20260918_039_V1,842
FC002759,restaurant,Gerry's Grill,Gerry's Grill Philippines Nilagang Bulalo (estimate),EST_REGIONAL_20260918_040_V1,https://gerrysgrill.com/PH,EST_REGIONAL_20260918_040_V1,875
FC002760,restaurant,Gerry's Grill,Gerry's Grill Philippines Ampalaya Guisado (estimate),EST_REGIONAL_20260918_041_V1,https://gerrysgrill.com/PH,EST_REGIONAL_20260918_041_V1,349
FC002761,restaurant,Gerry's Grill,Gerry's Grill Philippines Chopsuey (estimate),EST_REGIONAL_20260918_042_V1,https://gerrysgrill.com/PH,EST_REGIONAL_20260918_042_V1,344
FC002762,restaurant,Gerry's Grill,Gerry's Grill Philippines Ginataang Gulay (estimate),EST_REGIONAL_20260918_043_V1,https://gerrysgrill.com/PH,EST_REGIONAL_20260918_043_V1,477
FC002763,restaurant,Gerry's Grill,Gerry's Grill Philippines Pinakbet (estimate),EST_REGIONAL_20260918_044_V1,https://gerrysgrill.com/PH,EST_REGIONAL_20260918_044_V1,482
FC002764,restaurant,Gerry's Grill,Gerry's Grill Philippines Tortang Talong (estimate),EST_REGIONAL_20260918_045_V1,https://gerrysgrill.com/PH,EST_REGIONAL_20260918_045_V1,297
FC002765,restaurant,Gerry's Grill,Gerry's Grill Philippines Inihaw na Pusit (estimate),EST_REGIONAL_20260918_046_V1,https://gerrysgrill.com/PH,EST_REGIONAL_20260918_046_V1,260
FC002766,restaurant,Gerry's Grill,Gerry's Grill Philippines Sizzling Bangus Sisig (estimate),EST_REGIONAL_20260918_047_V1,https://gerrysgrill.com/PH,EST_REGIONAL_20260918_047_V1,244
FC002767,restaurant,Gerry's Grill,Gerry's Grill Philippines Sizzling Gambas (estimate),EST_REGIONAL_20260918_048_V1,https://gerrysgrill.com/PH,EST_REGIONAL_20260918_048_V1,257
FC002768,restaurant,Gerry's Grill,Gerry's Grill Philippines Chicken Kebab (estimate),EST_REGIONAL_20260918_049_V1,https://gerrysgrill.com/PH,EST_REGIONAL_20260918_049_V1,276
FC002769,restaurant,Gerry's Grill,Gerry's Grill Philippines Garlic Mushroom Chicken (estimate),EST_REGIONAL_20260918_050_V1,https://gerrysgrill.com/PH,EST_REGIONAL_20260918_050_V1,277
FC002770,restaurant,Gerry's Grill,Gerry's Grill Philippines Classic Fried Chicken (estimate),EST_REGIONAL_20260918_051_V1,https://gerrysgrill.com/PH,EST_REGIONAL_20260918_051_V1,200
FC002771,restaurant,Gerry's Grill,Gerry's Grill Philippines Pancit Bihon (estimate),EST_REGIONAL_20260918_052_V1,https://gerrysgrill.com/PH,EST_REGIONAL_20260918_052_V1,462
FC002772,restaurant,Gerry's Grill,Gerry's Grill Philippines Pancit Canton (estimate),EST_REGIONAL_20260918_053_V1,https://gerrysgrill.com/PH,EST_REGIONAL_20260918_053_V1,452
FC002773,restaurant,Gerry's Grill,Gerry's Grill Philippines Pancit Palabok (estimate),EST_REGIONAL_20260918_054_V1,https://gerrysgrill.com/PH,EST_REGIONAL_20260918_054_V1,425
FC002774,restaurant,Gerry's Grill,Gerry's Grill Philippines Banana con Leche (estimate),EST_REGIONAL_20260918_055_V1,https://gerrysgrill.com/PH,EST_REGIONAL_20260918_055_V1,315
FC002775,restaurant,Max's Restaurant,Max's Restaurant Philippines Fried Chicken (estimate),EST_REGIONAL_20260918_056_V1,https://delivery.maxschicken.com/,EST_REGIONAL_20260918_056_V1,200
FC002776,restaurant,Max's Restaurant,Max's Restaurant Philippines Crispy Pata (estimate),EST_REGIONAL_20260918_057_V1,https://delivery.maxschicken.com/,EST_REGIONAL_20260918_057_V1,181
FC002777,restaurant,Max's Restaurant,Max's Restaurant Philippines All Beef Kare-Kare (estimate),EST_REGIONAL_20260918_058_V1,https://delivery.maxschicken.com/,EST_REGIONAL_20260918_058_V1,595
FC002778,restaurant,Max's Restaurant,Max's Restaurant Philippines Sizzling Tofu (estimate),EST_REGIONAL_20260918_059_V1,https://delivery.maxschicken.com/,EST_REGIONAL_20260918_059_V1,340
FC002779,restaurant,Max's Restaurant,Max's Restaurant Philippines Lumpiang Shanghai (estimate),EST_REGIONAL_20260918_060_V1,https://delivery.maxschicken.com/,EST_REGIONAL_20260918_060_V1,258
FC002780,restaurant,Max's Restaurant,Max's Restaurant Philippines Chicken Sisig (estimate),EST_REGIONAL_20260918_061_V1,https://delivery.maxschicken.com/,EST_REGIONAL_20260918_061_V1,281
FC002781,restaurant,Max's Restaurant,Max's Restaurant Philippines Sizzling Crispy Pork Sisig (estimate),EST_REGIONAL_20260918_062_V1,https://delivery.maxschicken.com/,EST_REGIONAL_20260918_062_V1,246
FC002782,restaurant,Max's Restaurant,Max's Restaurant Philippines Sinigang na Tiyan ng Bangus (estimate),EST_REGIONAL_20260918_063_V1,https://delivery.maxschicken.com/,EST_REGIONAL_20260918_063_V1,842
FC002783,restaurant,Max's Restaurant,Max's Restaurant Philippines Sinigang na Tiyan ng Bangus sa Miso (estimate),EST_REGIONAL_20260918_064_V1,https://delivery.maxschicken.com/,EST_REGIONAL_20260918_064_V1,867
FC002784,restaurant,Max's Restaurant,Max's Restaurant Philippines Sinigang na Baboy (estimate),EST_REGIONAL_20260918_065_V1,https://delivery.maxschicken.com/,EST_REGIONAL_20260918_065_V1,842
FC002785,restaurant,Max's Restaurant,Max's Restaurant Philippines Sinigang na Hipon (estimate),EST_REGIONAL_20260918_066_V1,https://delivery.maxschicken.com/,EST_REGIONAL_20260918_066_V1,842
FC002786,restaurant,Max's Restaurant,Max's Restaurant Philippines Lechon Kawali Kare-kare (estimate),EST_REGIONAL_20260918_067_V1,https://delivery.maxschicken.com/,EST_REGIONAL_20260918_067_V1,595
FC002787,restaurant,Max's Restaurant,Max's Restaurant Philippines Vegetable Kare-Kare (estimate),EST_REGIONAL_20260918_068_V1,https://delivery.maxschicken.com/,EST_REGIONAL_20260918_068_V1,552
FC002788,restaurant,Max's Restaurant,Max's Restaurant Philippines Seafood Kare-Kare (estimate),EST_REGIONAL_20260918_069_V1,https://delivery.maxschicken.com/,EST_REGIONAL_20260918_069_V1,527
FC002789,restaurant,Max's Restaurant,Max's Restaurant Philippines Chopsuey (estimate),EST_REGIONAL_20260918_070_V1,https://delivery.maxschicken.com/,EST_REGIONAL_20260918_070_V1,344
FC002790,restaurant,Max's Restaurant,Max's Restaurant Philippines Lechon Kawali (estimate),EST_REGIONAL_20260918_071_V1,https://delivery.maxschicken.com/,EST_REGIONAL_20260918_071_V1,180
FC002791,restaurant,Max's Restaurant,Max's Restaurant Philippines Pocherong Baka (estimate),EST_REGIONAL_20260918_072_V1,https://delivery.maxschicken.com/,EST_REGIONAL_20260918_072_V1,702
FC002792,restaurant,Max's Restaurant,Max's Restaurant Philippines Bulalo (estimate),EST_REGIONAL_20260918_073_V1,https://delivery.maxschicken.com/,EST_REGIONAL_20260918_073_V1,825
FC002793,restaurant,Max's Restaurant,Max's Restaurant Philippines Beef Caldereta (estimate),EST_REGIONAL_20260918_074_V1,https://delivery.maxschicken.com/,EST_REGIONAL_20260918_074_V1,542
FC002794,restaurant,Max's Restaurant,Max's Restaurant Philippines Sweet and Sour Fish Fillet (estimate),EST_REGIONAL_20260918_075_V1,https://delivery.maxschicken.com/,EST_REGIONAL_20260918_075_V1,314
FC002795,restaurant,Max's Restaurant,Max's Restaurant Philippines Boneless Bangus (estimate),EST_REGIONAL_20260918_076_V1,https://delivery.maxschicken.com/,EST_REGIONAL_20260918_076_V1,193
FC002796,restaurant,Max's Restaurant,Max's Restaurant Philippines Pinakbet (estimate),EST_REGIONAL_20260918_077_V1,https://delivery.maxschicken.com/,EST_REGIONAL_20260918_077_V1,482
FC002797,restaurant,Max's Restaurant,Max's Restaurant Philippines Pancit Canton (estimate),EST_REGIONAL_20260918_078_V1,https://delivery.maxschicken.com/,EST_REGIONAL_20260918_078_V1,452
FC002798,restaurant,Max's Restaurant,Max's Restaurant Philippines Pancit Bam-I (estimate),EST_REGIONAL_20260918_079_V1,https://delivery.maxschicken.com/,EST_REGIONAL_20260918_079_V1,477
FC002799,restaurant,Max's Restaurant,Max's Restaurant Philippines Arroz Caldo (estimate),EST_REGIONAL_20260918_080_V1,https://delivery.maxschicken.com/,EST_REGIONAL_20260918_080_V1,548
FC002800,restaurant,Giligan's,Giligan's Philippines Kare-kare Gulay (estimate),EST_REGIONAL_20260918_081_V1,https://delivery.giligansrestaurant.com/collections/all,EST_REGIONAL_20260918_081_V1,552
FC002801,restaurant,Giligan's,Giligan's Philippines Fried Chicken (estimate),EST_REGIONAL_20260918_082_V1,https://delivery.giligansrestaurant.com/collections/all,EST_REGIONAL_20260918_082_V1,200
FC002802,restaurant,Giligan's,Giligan's Philippines Bangus Salpicao (estimate),EST_REGIONAL_20260918_083_V1,https://delivery.giligansrestaurant.com/collections/all,EST_REGIONAL_20260918_083_V1,225
FC002803,restaurant,Giligan's,Giligan's Philippines Beef Caldereta (estimate),EST_REGIONAL_20260918_084_V1,https://delivery.giligansrestaurant.com/collections/all,EST_REGIONAL_20260918_084_V1,542
FC002804,restaurant,Giligan's,Giligan's Philippines Bihon Guisado (estimate),EST_REGIONAL_20260918_085_V1,https://delivery.giligansrestaurant.com/collections/all,EST_REGIONAL_20260918_085_V1,462
FC002805,restaurant,Giligan's,Giligan's Philippines Binagoongang Kangkong (estimate),EST_REGIONAL_20260918_086_V1,https://delivery.giligansrestaurant.com/collections/all,EST_REGIONAL_20260918_086_V1,292
FC002806,restaurant,Giligan's,Giligan's Philippines Binagoongang Lechon Kawali (estimate),EST_REGIONAL_20260918_087_V1,https://delivery.giligansrestaurant.com/collections/all,EST_REGIONAL_20260918_087_V1,311
FC002807,restaurant,Giligan's,Giligan's Philippines Binagoongang Talong (estimate),EST_REGIONAL_20260918_088_V1,https://delivery.giligansrestaurant.com/collections/all,EST_REGIONAL_20260918_088_V1,363
FC002808,restaurant,Giligan's,Giligan's Philippines Boneless Cajun Chicken (estimate),EST_REGIONAL_20260918_089_V1,https://delivery.giligansrestaurant.com/collections/all,EST_REGIONAL_20260918_089_V1,200
FC002809,restaurant,Giligan's,Giligan's Philippines Boneless Chicken BBQ (estimate),EST_REGIONAL_20260918_090_V1,https://delivery.giligansrestaurant.com/collections/all,EST_REGIONAL_20260918_090_V1,235
FC002810,restaurant,Giligan's,Giligan's Philippines Boneless Chicken Inasal (estimate),EST_REGIONAL_20260918_091_V1,https://delivery.giligansrestaurant.com/collections/all,EST_REGIONAL_20260918_091_V1,219
FC002811,restaurant,Giligan's,Giligan's Philippines Boneless Chicken Teriyaki (estimate),EST_REGIONAL_20260918_092_V1,https://delivery.giligansrestaurant.com/collections/all,EST_REGIONAL_20260918_092_V1,247
FC002812,restaurant,Giligan's,Giligan's Philippines Boneless Garlic Chicken (estimate),EST_REGIONAL_20260918_093_V1,https://delivery.giligansrestaurant.com/collections/all,EST_REGIONAL_20260918_093_V1,222
FC002813,restaurant,Giligan's,Giligan's Philippines Boneless Soy Honey Chicken (estimate),EST_REGIONAL_20260918_094_V1,https://delivery.giligansrestaurant.com/collections/all,EST_REGIONAL_20260918_094_V1,233
FC002814,restaurant,Giligan's,Giligan's Philippines Boneless Sweet and Spicy Chicken (estimate),EST_REGIONAL_20260918_095_V1,https://delivery.giligansrestaurant.com/collections/all,EST_REGIONAL_20260918_095_V1,257
FC002815,restaurant,Giligan's,Giligan's Philippines Bulalo Soup (estimate),EST_REGIONAL_20260918_096_V1,https://delivery.giligansrestaurant.com/collections/all,EST_REGIONAL_20260918_096_V1,775
FC002816,restaurant,Giligan's,Giligan's Philippines Cajun Shrimp (estimate),EST_REGIONAL_20260918_097_V1,https://delivery.giligansrestaurant.com/collections/all,EST_REGIONAL_20260918_097_V1,213
FC002817,restaurant,Giligan's,Giligan's Philippines Calamares Fritos (estimate),EST_REGIONAL_20260918_098_V1,https://delivery.giligansrestaurant.com/collections/all,EST_REGIONAL_20260918_098_V1,217
FC002818,restaurant,Giligan's,Giligan's Philippines Canton Guisado (estimate),EST_REGIONAL_20260918_099_V1,https://delivery.giligansrestaurant.com/collections/all,EST_REGIONAL_20260918_099_V1,452
FC002819,restaurant,Giligan's,Giligan's Philippines Chopsuey (estimate),EST_REGIONAL_20260918_100_V1,https://delivery.giligansrestaurant.com/collections/all,EST_REGIONAL_20260918_100_V1,344
