date,food_id,field,old_value,new_value,reason,source_url
2026-09-16,FC000395,protein_g_100g,,14.8,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3887
2026-09-16,FC000395,carbs_g_100g,,0.0,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3887
2026-09-16,FC000395,fat_g_100g,,34.3,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3887
2026-09-16,FC000395,fiber_g_100g,,0.0,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3887
2026-09-16,FC000395,sugar_g_100g,,0.0,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3887
2026-09-16,FC000395,sodium_mg_100g,,119,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3887
2026-09-16,FC000395,source_name,,DOST-FNRI PhilFCT,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3887
2026-09-16,FC000395,source_food_id,,F180,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3887
2026-09-16,FC000395,source_url,,https://i.fnri.dost.gov.ph/fct/library/report/3887,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3887
2026-09-16,FC000395,data_status,,PARTIAL_VERIFIED_FNRI,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3887
2026-09-16,FC000395,notes,,"Blank nutrients are unknown, not zero. Use the exact preparation, edible part and formulation in the source description.",Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3887
2026-09-16,FC000395,active,,True,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3887
2026-09-16,FC000395,verification_date,,2026-09-16,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3887
2026-09-16,FC000395,source_food_name,,"Pork picnic, boiled",Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3887
2026-09-16,FC000395,edible_portion_pct,,100,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3887
2026-09-16,FC000395,verification_notes,,Checked against retained official FNRI HTML snapshot and independently parsed nutrient labels. 2026-09-16-expand-500/03-meat-eggs.,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3887
2026-09-16,FC000396,food_id,,FC000396,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3975
2026-09-16,FC000396,name,,"Pork back, seasoned, roasted, skin and visible fat removed",Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3975
2026-09-16,FC000396,aliases,,"Baboy likod, laman, litson",Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3975
2026-09-16,FC000396,category,,Meat & Poultry,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3975
2026-09-16,FC000396,basis,,per 100 g edible portion,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3975
2026-09-16,FC000396,kcal_100g,,177,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3975
2026-09-16,FC000396,protein_g_100g,,31.2,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3975
2026-09-16,FC000396,carbs_g_100g,,2.0,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3975
2026-09-16,FC000396,fat_g_100g,,4.9,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3975
2026-09-16,FC000396,fiber_g_100g,,0.0,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3975
2026-09-16,FC000396,sugar_g_100g,,0.5,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3975
2026-09-16,FC000396,sodium_mg_100g,,174,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3975
2026-09-16,FC000396,cholesterol_mg_100g,,96,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3975
2026-09-16,FC000396,source_name,,DOST-FNRI PhilFCT,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3975
2026-09-16,FC000396,source_food_id,,F268,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3975
2026-09-16,FC000396,source_url,,https://i.fnri.dost.gov.ph/fct/library/report/3975,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3975
2026-09-16,FC000396,data_status,,VERIFIED_FNRI,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3975
2026-09-16,FC000396,notes,,"Blank nutrients are unknown, not zero. Use the exact preparation, edible part and formulation in the source description.",Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3975
2026-09-16,FC000396,active,,True,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3975
2026-09-16,FC000396,verification_date,,2026-09-16,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3975
2026-09-16,FC000396,source_food_name,,"Pork back, seasoned, roasted, skin and visible fat removed",Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3975
2026-09-16,FC000396,edible_portion_pct,,67,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3975
2026-09-16,FC000396,verification_notes,,Checked against retained official FNRI HTML snapshot and independently parsed nutrient labels. 2026-09-16-expand-500/03-meat-eggs.,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3975
2026-09-16,FC000397,food_id,,FC000397,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3712
2026-09-16,FC000397,name,,Beef brisket,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3712
2026-09-16,FC000397,aliases,,Baka punta y pecho,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3712
2026-09-16,FC000397,category,,Meat & Poultry,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3712
2026-09-16,FC000397,basis,,per 100 g edible portion,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3712
2026-09-16,FC000397,kcal_100g,,211,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3712
2026-09-16,FC000397,protein_g_100g,,18.2,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3712
2026-09-16,FC000397,carbs_g_100g,,0.0,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3712
2026-09-16,FC000397,fat_g_100g,,15.4,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3712
2026-09-16,FC000397,fiber_g_100g,,0.0,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3712
2026-09-16,FC000397,sugar_g_100g,,0.0,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3712
2026-09-16,FC000397,sodium_mg_100g,,58,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3712
2026-09-16,FC000397,cholesterol_mg_100g,,55,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3712
2026-09-16,FC000397,source_name,,DOST-FNRI PhilFCT,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3712
2026-09-16,FC000397,source_food_id,,F005,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3712
2026-09-16,FC000397,source_url,,https://i.fnri.dost.gov.ph/fct/library/report/3712,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3712
2026-09-16,FC000397,data_status,,VERIFIED_FNRI,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3712
2026-09-16,FC000397,notes,,"Blank nutrients are unknown, not zero. Use the exact preparation, edible part and formulation in the source description.",Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3712
2026-09-16,FC000397,active,,True,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3712
2026-09-16,FC000397,verification_date,,2026-09-16,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3712
2026-09-16,FC000397,source_food_name,,Beef brisket,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3712
2026-09-16,FC000397,edible_portion_pct,,84,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3712
2026-09-16,FC000397,verification_notes,,Checked against retained official FNRI HTML snapshot and independently parsed nutrient labels. 2026-09-16-expand-500/03-meat-eggs.,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3712
2026-09-16,FC000398,food_id,,FC000398,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3713
2026-09-16,FC000398,name,,Beef chuck,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3713
2026-09-16,FC000398,aliases,,Baka paypay,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3713
2026-09-16,FC000398,category,,Meat & Poultry,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3713
2026-09-16,FC000398,basis,,per 100 g edible portion,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3713
2026-09-16,FC000398,kcal_100g,,171,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3713
2026-09-16,FC000398,protein_g_100g,,19.0,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3713
2026-09-16,FC000398,carbs_g_100g,,0.0,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3713
2026-09-16,FC000398,fat_g_100g,,10.5,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3713
2026-09-16,FC000398,fiber_g_100g,,0.0,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3713
2026-09-16,FC000398,sugar_g_100g,,0.0,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3713
2026-09-16,FC000398,sodium_mg_100g,,43,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3713
2026-09-16,FC000398,cholesterol_mg_100g,,54,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3713
2026-09-16,FC000398,source_name,,DOST-FNRI PhilFCT,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3713
2026-09-16,FC000398,source_food_id,,F006,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3713
2026-09-16,FC000398,source_url,,https://i.fnri.dost.gov.ph/fct/library/report/3713,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3713
2026-09-16,FC000398,data_status,,VERIFIED_FNRI,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3713
2026-09-16,FC000398,notes,,"Blank nutrients are unknown, not zero. Use the exact preparation, edible part and formulation in the source description.",Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3713
2026-09-16,FC000398,active,,True,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3713
2026-09-16,FC000398,verification_date,,2026-09-16,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3713
2026-09-16,FC000398,source_food_name,,Beef chuck,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3713
2026-09-16,FC000398,edible_portion_pct,,94,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3713
2026-09-16,FC000398,verification_notes,,Checked against retained official FNRI HTML snapshot and independently parsed nutrient labels. 2026-09-16-expand-500/03-meat-eggs.,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3713
2026-09-16,FC000399,food_id,,FC000399,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3715
2026-09-16,FC000399,name,,Beef club steak,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3715
2026-09-16,FC000399,aliases,,"Baka tagiliran, unahan",Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3715
2026-09-16,FC000399,category,,Meat & Poultry,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3715
2026-09-16,FC000399,basis,,per 100 g edible portion,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3715
2026-09-16,FC000399,kcal_100g,,104,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3715
2026-09-16,FC000399,protein_g_100g,,23.1,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3715
2026-09-16,FC000399,carbs_g_100g,,0.0,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3715
2026-09-16,FC000399,fat_g_100g,,1.3,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3715
2026-09-16,FC000399,fiber_g_100g,,0.0,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3715
2026-09-16,FC000399,sugar_g_100g,,0.0,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3715
2026-09-16,FC000399,sodium_mg_100g,,36,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3715
2026-09-16,FC000399,source_name,,DOST-FNRI PhilFCT,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3715
2026-09-16,FC000399,source_food_id,,F008,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3715
2026-09-16,FC000399,source_url,,https://i.fnri.dost.gov.ph/fct/library/report/3715,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3715
2026-09-16,FC000399,data_status,,PARTIAL_VERIFIED_FNRI,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3715
2026-09-16,FC000399,notes,,"Blank nutrients are unknown, not zero. Use the exact preparation, edible part and formulation in the source description.",Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3715
2026-09-16,FC000399,active,,True,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3715
2026-09-16,FC000399,verification_date,,2026-09-16,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3715
2026-09-16,FC000399,source_food_name,,Beef club steak,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3715
2026-09-16,FC000399,edible_portion_pct,,82,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3715
2026-09-16,FC000399,verification_notes,,Checked against retained official FNRI HTML snapshot and independently parsed nutrient labels. 2026-09-16-expand-500/03-meat-eggs.,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3715
2026-09-16,FC000400,food_id,,FC000400,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3716
2026-09-16,FC000400,name,,Beef flank,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3716
2026-09-16,FC000400,aliases,,Baka camto,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3716
2026-09-16,FC000400,category,,Meat & Poultry,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3716
2026-09-16,FC000400,basis,,per 100 g edible portion,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3716
2026-09-16,FC000400,kcal_100g,,231,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3716
2026-09-16,FC000400,protein_g_100g,,19.4,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3716
2026-09-16,FC000400,carbs_g_100g,,0.0,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3716
2026-09-16,FC000400,fat_g_100g,,17.0,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3716
2026-09-16,FC000400,fiber_g_100g,,0.0,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3716
2026-09-16,FC000400,sugar_g_100g,,0.0,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3716
2026-09-16,FC000400,sodium_mg_100g,,49,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3716
2026-09-16,FC000400,cholesterol_mg_100g,,49,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3716
2026-09-16,FC000400,source_name,,DOST-FNRI PhilFCT,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3716
2026-09-16,FC000400,source_food_id,,F009,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3716
2026-09-16,FC000400,source_url,,https://i.fnri.dost.gov.ph/fct/library/report/3716,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3716
2026-09-16,FC000400,data_status,,VERIFIED_FNRI,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3716
2026-09-16,FC000400,notes,,"Blank nutrients are unknown, not zero. Use the exact preparation, edible part and formulation in the source description.",Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3716
2026-09-16,FC000400,active,,True,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3716
2026-09-16,FC000400,verification_date,,2026-09-16,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3716
2026-09-16,FC000400,source_food_name,,Beef flank,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3716
2026-09-16,FC000400,edible_portion_pct,,100,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3716
2026-09-16,FC000400,verification_notes,,Checked against retained official FNRI HTML snapshot and independently parsed nutrient labels. 2026-09-16-expand-500/03-meat-eggs.,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3716
2026-09-16,FC000401,food_id,,FC000401,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3718
2026-09-16,FC000401,name,,Beef heart,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3718
2026-09-16,FC000401,aliases,,Baka puso,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3718
2026-09-16,FC000401,category,,Meat & Poultry,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3718
2026-09-16,FC000401,basis,,per 100 g edible portion,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3718
2026-09-16,FC000401,kcal_100g,,139,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3718
2026-09-16,FC000401,protein_g_100g,,18.8,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3718
2026-09-16,FC000401,carbs_g_100g,,1.9,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3718
2026-09-16,FC000401,fat_g_100g,,6.2,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3718
2026-09-16,FC000401,fiber_g_100g,,0.0,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3718
2026-09-16,FC000401,sugar_g_100g,,0.0,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3718
2026-09-16,FC000401,sodium_mg_100g,,81,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3718
2026-09-16,FC000401,cholesterol_mg_100g,,195,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3718
2026-09-16,FC000401,source_name,,DOST-FNRI PhilFCT,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3718
2026-09-16,FC000401,source_food_id,,F011,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3718
2026-09-16,FC000401,source_url,,https://i.fnri.dost.gov.ph/fct/library/report/3718,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3718
2026-09-16,FC000401,data_status,,VERIFIED_FNRI,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3718
2026-09-16,FC000401,notes,,"Blank nutrients are unknown, not zero. Use the exact preparation, edible part and formulation in the source description.",Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3718
2026-09-16,FC000401,active,,True,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3718
2026-09-16,FC000401,verification_date,,2026-09-16,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3718
2026-09-16,FC000401,source_food_name,,Beef heart,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3718
2026-09-16,FC000401,edible_portion_pct,,100,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3718
2026-09-16,FC000401,verification_notes,,Checked against retained official FNRI HTML snapshot and independently parsed nutrient labels. 2026-09-16-expand-500/03-meat-eggs.,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3718
2026-09-16,FC000402,food_id,,FC000402,Add new distinct FNRI food; 2026-09-16-expand-500/03-meat-eggs,https://i.fnri.dost.gov.ph/fct/library/report/3721
